input,target,gemini_output
"The following translations from German to English contain a particular error. That error will be one of the following types: Named Entities: An entity (names, places, locations, etc.) is changed to a different entity. Numerical Values: Numerical values (ordinals or cardinals), dates, and/or units are changed. Modifiers or Adjectives: The modifiers and adjectives pertaining to a noun are changed. Negation or Antonyms: Introduce or remove a negation or change comparatives to their antonyms. Facts: Trivial factual errors not pertaining to the above classes are introduced in the translations. Dropped Content: A significant clause in the translation is removed. Please identify that error.  Source: Die Dorfkirche in Hohen Neuendorf befindet sich in der Berliner Straße 40 und ist ein Kirchengebäude der Evangelischen Kirche Berlin-Brandenburg.
Translation: The village church in Hohen Neuendorf is located at 40 Berliner Straße and is a church building.
The translation contains an error pertaining to
Options:
(A) Modifiers or Adjectives
(B) Numerical Values
(C) Negation or Antonyms
(D) Named Entities
(E) Dropped Content
(F) Facts",(E),"The correct answer is (E) Dropped Content.

The German text specifies that the church is a building of the Evangelical Church Berlin-Brandenburg.  This information is missing from the English translation."
"The following translations from German to English contain a particular error. That error will be one of the following types: Named Entities: An entity (names, places, locations, etc.) is changed to a different entity. Numerical Values: Numerical values (ordinals or cardinals), dates, and/or units are changed. Modifiers or Adjectives: The modifiers and adjectives pertaining to a noun are changed. Negation or Antonyms: Introduce or remove a negation or change comparatives to their antonyms. Facts: Trivial factual errors not pertaining to the above classes are introduced in the translations. Dropped Content: A significant clause in the translation is removed. Please identify that error.  Source: Der Obere Stadtfriedhof, auch Friedhof Obere Stadt, ist ein städtischer Friedhof in Klosterneuburg in Niederösterreich.
Translation: The Lower Town Cemetery is an urban cemetery in Klosterneuburg, Lower Austria.
The translation contains an error pertaining to
Options:
(A) Modifiers or Adjectives
(B) Numerical Values
(C) Negation or Antonyms
(D) Named Entities
(E) Dropped Content
(F) Facts",(C),"The correct answer is (A) Modifiers or Adjectives.

The German word ""Obere"" translates to ""Upper,"" not ""Lower.""  The adjective describing the cemetery has been changed."
"The following translations from German to English contain a particular error. That error will be one of the following types: Named Entities: An entity (names, places, locations, etc.) is changed to a different entity. Numerical Values: Numerical values (ordinals or cardinals), dates, and/or units are changed. Modifiers or Adjectives: The modifiers and adjectives pertaining to a noun are changed. Negation or Antonyms: Introduce or remove a negation or change comparatives to their antonyms. Facts: Trivial factual errors not pertaining to the above classes are introduced in the translations. Dropped Content: A significant clause in the translation is removed. Please identify that error.  Source: Ein Marktkreuz ist ein Bauwerk, das den Markt in Marktflecken markiert.
Translation: A market cross is a structure that marks the market.
The translation contains an error pertaining to
Options:
(A) Modifiers or Adjectives
(B) Numerical Values
(C) Negation or Antonyms
(D) Named Entities
(E) Dropped Content
(F) Facts",(E),"The correct answer is (E) Dropped Content.  The German sentence specifies that the market cross marks the market in a ""Marktflecken"" (market town). This detail is omitted in the English translation."
"The following translations from German to English contain a particular error. That error will be one of the following types: Named Entities: An entity (names, places, locations, etc.) is changed to a different entity. Numerical Values: Numerical values (ordinals or cardinals), dates, and/or units are changed. Modifiers or Adjectives: The modifiers and adjectives pertaining to a noun are changed. Negation or Antonyms: Introduce or remove a negation or change comparatives to their antonyms. Facts: Trivial factual errors not pertaining to the above classes are introduced in the translations. Dropped Content: A significant clause in the translation is removed. Please identify that error.  Source: Die Liste der Naturdenkmale in Aalen nennt die verordneten Naturdenkmale der im baden-württembergischen Ostalbkreis liegenden Stadt Aalen.
Translation: The list of natural monuments in Aalen lists the prescribed natural monuments of the town of Aalen.
The translation contains an error pertaining to
Options:
(A) Modifiers or Adjectives
(B) Numerical Values
(C) Negation or Antonyms
(D) Named Entities
(E) Dropped Content
(F) Facts",(E),"The correct answer is (E) Dropped Content.

The German text specifies that Aalen is located in the Ostalbkreis district of Baden-Württemberg.  The English translation omits this important geographical detail."
"The following translations from German to English contain a particular error. That error will be one of the following types: Named Entities: An entity (names, places, locations, etc.) is changed to a different entity. Numerical Values: Numerical values (ordinals or cardinals), dates, and/or units are changed. Modifiers or Adjectives: The modifiers and adjectives pertaining to a noun are changed. Negation or Antonyms: Introduce or remove a negation or change comparatives to their antonyms. Facts: Trivial factual errors not pertaining to the above classes are introduced in the translations. Dropped Content: A significant clause in the translation is removed. Please identify that error.  Source: Die United States Army ist das Heer der Streitkräfte der Vereinigten Staaten und der größte der acht uniformierten Dienste der Vereinigten Staaten.
Translation: The United States Army is the army of the United States Armed Forces and the largest of the six uniformed services in the United States.
The translation contains an error pertaining to
Options:
(A) Modifiers or Adjectives
(B) Numerical Values
(C) Negation or Antonyms
(D) Named Entities
(E) Dropped Content
(F) Facts",(B),"The correct answer is (B) Numerical Values.

The source text states that the US Army is the largest of *eight* uniformed services. The translation incorrectly states it is the largest of *six*.  This is a change in a numerical value."
"The following translations from German to English contain a particular error. That error will be one of the following types: Named Entities: An entity (names, places, locations, etc.) is changed to a different entity. Numerical Values: Numerical values (ordinals or cardinals), dates, and/or units are changed. Modifiers or Adjectives: The modifiers and adjectives pertaining to a noun are changed. Negation or Antonyms: Introduce or remove a negation or change comparatives to their antonyms. Facts: Trivial factual errors not pertaining to the above classes are introduced in the translations. Dropped Content: A significant clause in the translation is removed. Please identify that error.  Source: Wüstenbrand ist ein Ortsteil der Großen Kreisstadt Hohenstein-Ernstthal im Landkreis Zwickau in Sachsen.
Translation: Wüsten is a district of Hohenstein-Ernstthal in the district of Zwickau in Saxony, Germany.
The translation contains an error pertaining to
Options:
(A) Modifiers or Adjectives
(B) Numerical Values
(C) Negation or Antonyms
(D) Named Entities
(E) Dropped Content
(F) Facts",(D),"The correct answer is (D) Named Entities.

The source text states that Wüstenbrand is a district.  The translation changes this to Wüsten.  This is a change of a named entity (place name)."
"The following translations from German to English contain a particular error. That error will be one of the following types: Named Entities: An entity (names, places, locations, etc.) is changed to a different entity. Numerical Values: Numerical values (ordinals or cardinals), dates, and/or units are changed. Modifiers or Adjectives: The modifiers and adjectives pertaining to a noun are changed. Negation or Antonyms: Introduce or remove a negation or change comparatives to their antonyms. Facts: Trivial factual errors not pertaining to the above classes are introduced in the translations. Dropped Content: A significant clause in the translation is removed. Please identify that error.  Source: Die Stufenpyramide des altägyptischen Königs Djoser aus der 3. Dynastie des Alten Reiches um 2650 v. Chr.
Translation: The step pyramid of the ancient Egyptian king Djoser from the 33rd dynasty of the Old Kingdom around 2650 BC.
The translation contains an error pertaining to
Options:
(A) Modifiers or Adjectives
(B) Numerical Values
(C) Negation or Antonyms
(D) Named Entities
(E) Dropped Content
(F) Facts",(B),"The correct answer is (B) Numerical Values.  The source text states the pyramid is from the 3rd dynasty, while the translation incorrectly says 33rd."
"The following translations from German to English contain a particular error. That error will be one of the following types: Named Entities: An entity (names, places, locations, etc.) is changed to a different entity. Numerical Values: Numerical values (ordinals or cardinals), dates, and/or units are changed. Modifiers or Adjectives: The modifiers and adjectives pertaining to a noun are changed. Negation or Antonyms: Introduce or remove a negation or change comparatives to their antonyms. Facts: Trivial factual errors not pertaining to the above classes are introduced in the translations. Dropped Content: A significant clause in the translation is removed. Please identify that error.  Source: Der Shite-Thaung-Tempel ist ein buddhistischer Tempel in Mrauk U, Myanmar.
Translation: Thaung Temple is a Hindu temple in Mrauk U, Myanmar.
The translation contains an error pertaining to
Options:
(A) Modifiers or Adjectives
(B) Numerical Values
(C) Negation or Antonyms
(D) Named Entities
(E) Dropped Content
(F) Facts",(A),"The correct answer is (F) Facts.

The translation incorrectly identifies the temple as Hindu when it is Buddhist.  This is a factual error not related to named entities (the name is partially correct), numerical values, modifiers, negation, or dropped content."
"The following translations from German to English contain a particular error. That error will be one of the following types: Named Entities: An entity (names, places, locations, etc.) is changed to a different entity. Numerical Values: Numerical values (ordinals or cardinals), dates, and/or units are changed. Modifiers or Adjectives: The modifiers and adjectives pertaining to a noun are changed. Negation or Antonyms: Introduce or remove a negation or change comparatives to their antonyms. Facts: Trivial factual errors not pertaining to the above classes are introduced in the translations. Dropped Content: A significant clause in the translation is removed. Please identify that error.  Source: Der 800-Meter-Lauf der Frauen bei den Olympischen Spielen 2004 in Athen wurde am 20., 21. und 23. August 2004 im Olympiastadion Athen ausgetragen.
Translation: The 2004 Summer Olympics was held at the 2004 Athens Olympics, August 20, 21 and 23, 2004.
The translation contains an error pertaining to
Options:
(A) Modifiers or Adjectives
(B) Numerical Values
(C) Negation or Antonyms
(D) Named Entities
(E) Dropped Content
(F) Facts",(E),"The correct answer is (E) Dropped Content.

The translation omits the crucial information about the women's 800-meter race, which is the subject of the original German sentence.  The original sentence specifies a particular event; the translation only mentions the Olympics in general."
"The following translations from German to English contain a particular error. That error will be one of the following types: Named Entities: An entity (names, places, locations, etc.) is changed to a different entity. Numerical Values: Numerical values (ordinals or cardinals), dates, and/or units are changed. Modifiers or Adjectives: The modifiers and adjectives pertaining to a noun are changed. Negation or Antonyms: Introduce or remove a negation or change comparatives to their antonyms. Facts: Trivial factual errors not pertaining to the above classes are introduced in the translations. Dropped Content: A significant clause in the translation is removed. Please identify that error.  Source: Handkäse ist eine Standardsorte aus der Gruppe der Sauermilchkäse.
Translation: Hand cheese is a standard place in the group of cheeses.
The translation contains an error pertaining to
Options:
(A) Modifiers or Adjectives
(B) Numerical Values
(C) Negation or Antonyms
(D) Named Entities
(E) Dropped Content
(F) Facts",(A),"The correct answer is (A) Modifiers or Adjectives.

The source text states that ""Handkäse"" is a *standard type* of sour milk cheese.  The translation changes ""standard type"" to ""standard place,"" altering the adjective describing the cheese."
"The following translations from German to English contain a particular error. That error will be one of the following types: Named Entities: An entity (names, places, locations, etc.) is changed to a different entity. Numerical Values: Numerical values (ordinals or cardinals), dates, and/or units are changed. Modifiers or Adjectives: The modifiers and adjectives pertaining to a noun are changed. Negation or Antonyms: Introduce or remove a negation or change comparatives to their antonyms. Facts: Trivial factual errors not pertaining to the above classes are introduced in the translations. Dropped Content: A significant clause in the translation is removed. Please identify that error.  Source: Der Lago Ypacaraí ist ein See in Paraguay.
Translation: Ypacarai Is a fake in Paraguay.
The translation contains an error pertaining to
Options:
(A) Modifiers or Adjectives
(B) Numerical Values
(C) Negation or Antonyms
(D) Named Entities
(E) Dropped Content
(F) Facts",(F),"The correct answer is (D) Named Entities.  The translation incorrectly replaces ""Lago"" (lake) with ""fake""."
"The following translations from German to English contain a particular error. That error will be one of the following types: Named Entities: An entity (names, places, locations, etc.) is changed to a different entity. Numerical Values: Numerical values (ordinals or cardinals), dates, and/or units are changed. Modifiers or Adjectives: The modifiers and adjectives pertaining to a noun are changed. Negation or Antonyms: Introduce or remove a negation or change comparatives to their antonyms. Facts: Trivial factual errors not pertaining to the above classes are introduced in the translations. Dropped Content: A significant clause in the translation is removed. Please identify that error.  Source: Strix ist eine Gattung mittelgroßer bis sehr großer Arten der Eigentlichen Eulen, die gemäß Artname alle als Käuze bezeichnet werden.
Translation: Strix is a genus of medium to very large species of the Actual fowls, all of which are called fowls by species name.
The translation contains an error pertaining to
Options:
(A) Modifiers or Adjectives
(B) Numerical Values
(C) Negation or Antonyms
(D) Named Entities
(E) Dropped Content
(F) Facts",(F),"The correct answer is (D) Named Entities.

The German word ""Eulen"" refers to owls.  The translation incorrectly renders this as ""fowls,"" which is a much broader category.  This is a change of named entity."
"The following translations from German to English contain a particular error. That error will be one of the following types: Named Entities: An entity (names, places, locations, etc.) is changed to a different entity. Numerical Values: Numerical values (ordinals or cardinals), dates, and/or units are changed. Modifiers or Adjectives: The modifiers and adjectives pertaining to a noun are changed. Negation or Antonyms: Introduce or remove a negation or change comparatives to their antonyms. Facts: Trivial factual errors not pertaining to the above classes are introduced in the translations. Dropped Content: A significant clause in the translation is removed. Please identify that error.  Source: Die Bahnstrecke Landquart–Thusis ist eine meterspurige Schweizer Schmalspurbahn.
Translation: The Landquart–Thusis railway is a swiss wide gauge railway.
The translation contains an error pertaining to
Options:
(A) Modifiers or Adjectives
(B) Numerical Values
(C) Negation or Antonyms
(D) Named Entities
(E) Dropped Content
(F) Facts",(C),"A. Modifiers or Adjectives

The source text states that the railway is ""meterspurige"" (meter gauge), while the translation says it is ""wide gauge"".  This is a change in the adjective describing the gauge of the railway."
"The following translations from German to English contain a particular error. That error will be one of the following types: Named Entities: An entity (names, places, locations, etc.) is changed to a different entity. Numerical Values: Numerical values (ordinals or cardinals), dates, and/or units are changed. Modifiers or Adjectives: The modifiers and adjectives pertaining to a noun are changed. Negation or Antonyms: Introduce or remove a negation or change comparatives to their antonyms. Facts: Trivial factual errors not pertaining to the above classes are introduced in the translations. Dropped Content: A significant clause in the translation is removed. Please identify that error.  Source: Sumner ist eine Stadt im nördlichen Pierce County im US-Bundesstaat Washington.
Translation: Summer is a city in Pierce County, Washington, United States.
The translation contains an error pertaining to
Options:
(A) Modifiers or Adjectives
(B) Numerical Values
(C) Negation or Antonyms
(D) Named Entities
(E) Dropped Content
(F) Facts",(D),"The correct answer is (D) Named Entities.

The source text says Sumner is a city in *northern* Pierce County.  The translation omits the ""northern"" specification, changing a locational detail."
"The following translations from German to English contain a particular error. That error will be one of the following types: Named Entities: An entity (names, places, locations, etc.) is changed to a different entity. Numerical Values: Numerical values (ordinals or cardinals), dates, and/or units are changed. Modifiers or Adjectives: The modifiers and adjectives pertaining to a noun are changed. Negation or Antonyms: Introduce or remove a negation or change comparatives to their antonyms. Facts: Trivial factual errors not pertaining to the above classes are introduced in the translations. Dropped Content: A significant clause in the translation is removed. Please identify that error.  Source: Split ist die zweitgrößte Stadt Kroatiens.
Translation: Split is the third largest city in Croatia.
The translation contains an error pertaining to
Options:
(A) Modifiers or Adjectives
(B) Numerical Values
(C) Negation or Antonyms
(D) Named Entities
(E) Dropped Content
(F) Facts",(B),"The correct answer is (B) Numerical Values.  The source text states Split is the second largest city, while the translation incorrectly states it's the third largest."
"The following translations from German to English contain a particular error. That error will be one of the following types: Named Entities: An entity (names, places, locations, etc.) is changed to a different entity. Numerical Values: Numerical values (ordinals or cardinals), dates, and/or units are changed. Modifiers or Adjectives: The modifiers and adjectives pertaining to a noun are changed. Negation or Antonyms: Introduce or remove a negation or change comparatives to their antonyms. Facts: Trivial factual errors not pertaining to the above classes are introduced in the translations. Dropped Content: A significant clause in the translation is removed. Please identify that error.  Source: Curt Adolph Netto war ein deutscher Metallurge und Autor.
Translation: Curt Adolph Netto was a German metalist and author.
The translation contains an error pertaining to
Options:
(A) Modifiers or Adjectives
(B) Numerical Values
(C) Negation or Antonyms
(D) Named Entities
(E) Dropped Content
(F) Facts",(F),"The correct answer is (F) Facts.  The translation incorrectly renders ""Metallurge"" as ""metalist."" While similar sounding, a metallurgist studies metals and their properties, while a metalist is not a standard term.  This is a factual error about the profession."
"The following translations from German to English contain a particular error. That error will be one of the following types: Named Entities: An entity (names, places, locations, etc.) is changed to a different entity. Numerical Values: Numerical values (ordinals or cardinals), dates, and/or units are changed. Modifiers or Adjectives: The modifiers and adjectives pertaining to a noun are changed. Negation or Antonyms: Introduce or remove a negation or change comparatives to their antonyms. Facts: Trivial factual errors not pertaining to the above classes are introduced in the translations. Dropped Content: A significant clause in the translation is removed. Please identify that error.  Source: Anras ist eine Gemeinde mit 1227 Einwohnern im Gerichtsbezirk und Bezirk Lienz in Tirol.
Translation: Anras is a municipality in the district of Munich in Tyrol, Germany.
The translation contains an error pertaining to
Options:
(A) Modifiers or Adjectives
(B) Numerical Values
(C) Negation or Antonyms
(D) Named Entities
(E) Dropped Content
(F) Facts",(D),"The correct answer is (D) Named Entities.

The translation incorrectly replaces ""Lienz"" with ""Munich"".  Both are places, but they are different entities."
"The following translations from German to English contain a particular error. That error will be one of the following types: Named Entities: An entity (names, places, locations, etc.) is changed to a different entity. Numerical Values: Numerical values (ordinals or cardinals), dates, and/or units are changed. Modifiers or Adjectives: The modifiers and adjectives pertaining to a noun are changed. Negation or Antonyms: Introduce or remove a negation or change comparatives to their antonyms. Facts: Trivial factual errors not pertaining to the above classes are introduced in the translations. Dropped Content: A significant clause in the translation is removed. Please identify that error.  Source: Die Grenze zwischen Deutschland und Belgien hat eine Länge von 204 Kilometern.
Translation: The border between Germany and Belgium has a length of 204 meters.
The translation contains an error pertaining to
Options:
(A) Modifiers or Adjectives
(B) Numerical Values
(C) Negation or Antonyms
(D) Named Entities
(E) Dropped Content
(F) Facts",(B),"The correct answer is (B) Numerical Values.

The source text states the border is 204 kilometers long, while the translation incorrectly states it is 204 meters long.  This is a change in a numerical value (kilometers to meters)."
"The following translations from German to English contain a particular error. That error will be one of the following types: Named Entities: An entity (names, places, locations, etc.) is changed to a different entity. Numerical Values: Numerical values (ordinals or cardinals), dates, and/or units are changed. Modifiers or Adjectives: The modifiers and adjectives pertaining to a noun are changed. Negation or Antonyms: Introduce or remove a negation or change comparatives to their antonyms. Facts: Trivial factual errors not pertaining to the above classes are introduced in the translations. Dropped Content: A significant clause in the translation is removed. Please identify that error.  Source: Die NHL-Saison 2000/01 war die 84. Spielzeit in der National Hockey League.
Translation: The 2000–01 NHL season was the 4th season of the National Hockey League (NHL).
The translation contains an error pertaining to
Options:
(A) Modifiers or Adjectives
(B) Numerical Values
(C) Negation or Antonyms
(D) Named Entities
(E) Dropped Content
(F) Facts",(B),"The correct answer is (B) Numerical Values.  The source text states it was the 84th season, while the translation incorrectly says it was the 4th."
"The following translations from German to English contain a particular error. That error will be one of the following types: Named Entities: An entity (names, places, locations, etc.) is changed to a different entity. Numerical Values: Numerical values (ordinals or cardinals), dates, and/or units are changed. Modifiers or Adjectives: The modifiers and adjectives pertaining to a noun are changed. Negation or Antonyms: Introduce or remove a negation or change comparatives to their antonyms. Facts: Trivial factual errors not pertaining to the above classes are introduced in the translations. Dropped Content: A significant clause in the translation is removed. Please identify that error.  Source: Der Petit Buëch ist ein Wildwasserfluss in Frankreich, der im Département Hautes-Alpes in der Region Provence-Alpes-Côte d’Azur verläuft.
Translation: Petit Buéch is a sea in the Hautes-Alpes department in the Provence-Alpes-Cote d'Azur region of France.
The translation contains an error pertaining to
Options:
(A) Modifiers or Adjectives
(B) Numerical Values
(C) Negation or Antonyms
(D) Named Entities
(E) Dropped Content
(F) Facts",(F),"The correct answer is (F) Facts.

The source text states that the Petit Buëch is a *Wildwasserfluss* (wildwater river).  The translation incorrectly identifies it as a sea. This is a factual error."
"The following translations from German to English contain a particular error. That error will be one of the following types: Named Entities: An entity (names, places, locations, etc.) is changed to a different entity. Numerical Values: Numerical values (ordinals or cardinals), dates, and/or units are changed. Modifiers or Adjectives: The modifiers and adjectives pertaining to a noun are changed. Negation or Antonyms: Introduce or remove a negation or change comparatives to their antonyms. Facts: Trivial factual errors not pertaining to the above classes are introduced in the translations. Dropped Content: A significant clause in the translation is removed. Please identify that error.  Source: Mit einem Fieberthermometer kann man die Körpertemperatur eines Menschen messen und somit eventuelles Fieber diagnostizieren.
Translation: With a fever thermometer, you can measure a person's body temperature.
The translation contains an error pertaining to
Options:
(A) Modifiers or Adjectives
(B) Numerical Values
(C) Negation or Antonyms
(D) Named Entities
(E) Dropped Content
(F) Facts",(E),"The correct answer is (E) Dropped Content.  The source sentence mentions diagnosing a potential fever (""somit eventuelles Fieber diagnostizieren""). This information is missing from the provided translation."
"The following translations from German to English contain a particular error. That error will be one of the following types: Named Entities: An entity (names, places, locations, etc.) is changed to a different entity. Numerical Values: Numerical values (ordinals or cardinals), dates, and/or units are changed. Modifiers or Adjectives: The modifiers and adjectives pertaining to a noun are changed. Negation or Antonyms: Introduce or remove a negation or change comparatives to their antonyms. Facts: Trivial factual errors not pertaining to the above classes are introduced in the translations. Dropped Content: A significant clause in the translation is removed. Please identify that error.  Source: Die Bezeichnung Leinwandgemälde ist in der Fachliteratur für textile Bildträger gebräuchlich.
Translation: The term canvas painting is used in general literature for textile image carriers.
The translation contains an error pertaining to
Options:
(A) Modifiers or Adjectives
(B) Numerical Values
(C) Negation or Antonyms
(D) Named Entities
(E) Dropped Content
(F) Facts",(C),"The correct answer is (A) Modifiers or Adjectives.

The German word ""Fachliteratur"" translates to ""specialized literature"" or ""technical literature,"" not ""general literature.""  The adjective ""general"" changes the meaning of the sentence."
"The following translations from German to English contain a particular error. That error will be one of the following types: Named Entities: An entity (names, places, locations, etc.) is changed to a different entity. Numerical Values: Numerical values (ordinals or cardinals), dates, and/or units are changed. Modifiers or Adjectives: The modifiers and adjectives pertaining to a noun are changed. Negation or Antonyms: Introduce or remove a negation or change comparatives to their antonyms. Facts: Trivial factual errors not pertaining to the above classes are introduced in the translations. Dropped Content: A significant clause in the translation is removed. Please identify that error.  Source: Jura Margulis ist ein Pianist und Musikpädagoge.
Translation: Jura is a pianist and music educator.
The translation contains an error pertaining to
Options:
(A) Modifiers or Adjectives
(B) Numerical Values
(C) Negation or Antonyms
(D) Named Entities
(E) Dropped Content
(F) Facts",(D),"The correct answer is (D) Named Entities.

The source text mentions ""Margulis"" as part of the name.  The translation omits this.  Therefore, a named entity has been changed."
"The following translations from German to English contain a particular error. That error will be one of the following types: Named Entities: An entity (names, places, locations, etc.) is changed to a different entity. Numerical Values: Numerical values (ordinals or cardinals), dates, and/or units are changed. Modifiers or Adjectives: The modifiers and adjectives pertaining to a noun are changed. Negation or Antonyms: Introduce or remove a negation or change comparatives to their antonyms. Facts: Trivial factual errors not pertaining to the above classes are introduced in the translations. Dropped Content: A significant clause in the translation is removed. Please identify that error.  Source: HMS Eden war ein 1904 fertiggestellter Zerstörer der River-Klasse der britischen Royal Navy.
Translation: HMS Eden was a River-class destroyer of the Royal Navy.
The translation contains an error pertaining to
Options:
(A) Modifiers or Adjectives
(B) Numerical Values
(C) Negation or Antonyms
(D) Named Entities
(E) Dropped Content
(F) Facts",(E),"The correct answer is (B) Numerical Values.

The source text states the HMS Eden was completed in 1904.  This numerical value is missing from the translation."
"The following translations from German to English contain a particular error. That error will be one of the following types: Named Entities: An entity (names, places, locations, etc.) is changed to a different entity. Numerical Values: Numerical values (ordinals or cardinals), dates, and/or units are changed. Modifiers or Adjectives: The modifiers and adjectives pertaining to a noun are changed. Negation or Antonyms: Introduce or remove a negation or change comparatives to their antonyms. Facts: Trivial factual errors not pertaining to the above classes are introduced in the translations. Dropped Content: A significant clause in the translation is removed. Please identify that error.  Source: Wouter Jacob Bos ist ein niederländischer Politiker, ehemaliger Parteiführer der sozialdemokratischen Partij van de Arbeid und vom 22. Februar 2007 bis den 23. Februar 2010 stellvertretender Ministerpräsident und Finanzminister der Niederlande.
Translation: Wouter Jacob Bos is a Dutch politician, former leader of the Social Democratic Party of the Party of Arbeid and deputy prime minister of the Netherlands from 23 February 2007 to 23 February 2010.
The translation contains an error pertaining to
Options:
(A) Modifiers or Adjectives
(B) Numerical Values
(C) Negation or Antonyms
(D) Named Entities
(E) Dropped Content
(F) Facts",(B),"The correct answer is (B) Numerical Values.

The source text states that Wouter Bos served as deputy prime minister from February 22, 2007, to February 23, 2010.  The translation incorrectly changes the start date to February 23, 2007."
"The following translations from German to English contain a particular error. That error will be one of the following types: Named Entities: An entity (names, places, locations, etc.) is changed to a different entity. Numerical Values: Numerical values (ordinals or cardinals), dates, and/or units are changed. Modifiers or Adjectives: The modifiers and adjectives pertaining to a noun are changed. Negation or Antonyms: Introduce or remove a negation or change comparatives to their antonyms. Facts: Trivial factual errors not pertaining to the above classes are introduced in the translations. Dropped Content: A significant clause in the translation is removed. Please identify that error.  Source: Die Liste der Kinos im Berliner Bezirk Tempelhof-Schöneberg gibt eine Übersicht aller Kinos, die im Berliner Bezirk Tempelhof-Schöneberg existiert haben oder noch existieren.
Translation: The list of cinemas in Berlin's district gives an overview of all cinemas that exist or still exist in the Tempelhof-Schöneberg district of Berlin.
The translation contains an error pertaining to
Options:
(A) Modifiers or Adjectives
(B) Numerical Values
(C) Negation or Antonyms
(D) Named Entities
(E) Dropped Content
(F) Facts",(A),"The correct answer is (D) Named Entities.

The source text specifies ""Tempelhof-Schöneberg district of Berlin"".  The translation reverses this, saying ""Berlin's district Tempelhof-Schöneberg"".  This swaps the named entity (the district) with a more general descriptor."
"The following translations from German to English contain a particular error. That error will be one of the following types: Named Entities: An entity (names, places, locations, etc.) is changed to a different entity. Numerical Values: Numerical values (ordinals or cardinals), dates, and/or units are changed. Modifiers or Adjectives: The modifiers and adjectives pertaining to a noun are changed. Negation or Antonyms: Introduce or remove a negation or change comparatives to their antonyms. Facts: Trivial factual errors not pertaining to the above classes are introduced in the translations. Dropped Content: A significant clause in the translation is removed. Please identify that error.  Source: Wellendichtringe sind Dichtungen, die verwendet werden, um Maschinengehäuse an austretenden Elementen gegen die Umgebung abzudichten.
Translation: Shaft seals are seals used to steal machine housings on leaking elements against the environment.
The translation contains an error pertaining to
Options:
(A) Modifiers or Adjectives
(B) Numerical Values
(C) Negation or Antonyms
(D) Named Entities
(E) Dropped Content
(F) Facts",(F),"The correct answer is (F) Facts.

The translation incorrectly states that shaft seals are used to ""steal"" machine housings.  This is a factual error; their purpose is to seal, not steal.  The other options don't apply."
"The following translations from German to English contain a particular error. That error will be one of the following types: Named Entities: An entity (names, places, locations, etc.) is changed to a different entity. Numerical Values: Numerical values (ordinals or cardinals), dates, and/or units are changed. Modifiers or Adjectives: The modifiers and adjectives pertaining to a noun are changed. Negation or Antonyms: Introduce or remove a negation or change comparatives to their antonyms. Facts: Trivial factual errors not pertaining to the above classes are introduced in the translations. Dropped Content: A significant clause in the translation is removed. Please identify that error.  Source: Das Königreich Saudi-Arabien ist eine absolute Monarchie in Vorderasien.
Translation: The Kingdom of Saudi Arabia is an absolute monarchy in the Far East.
The translation contains an error pertaining to
Options:
(A) Modifiers or Adjectives
(B) Numerical Values
(C) Negation or Antonyms
(D) Named Entities
(E) Dropped Content
(F) Facts",(C),"The correct answer is (D) Named Entities.

The translation incorrectly replaces ""Vorderasien"" (Western Asia) with ""the Far East.""  These are different geographical regions."
"The following translations from German to English contain a particular error. That error will be one of the following types: Named Entities: An entity (names, places, locations, etc.) is changed to a different entity. Numerical Values: Numerical values (ordinals or cardinals), dates, and/or units are changed. Modifiers or Adjectives: The modifiers and adjectives pertaining to a noun are changed. Negation or Antonyms: Introduce or remove a negation or change comparatives to their antonyms. Facts: Trivial factual errors not pertaining to the above classes are introduced in the translations. Dropped Content: A significant clause in the translation is removed. Please identify that error.  Source: Die Meeraughütte liegt auf einer Höhe von 1410 Metern Höhe in Polen in der Hohen Tatra im Tal Dolina Rybiego Potoku auf einer Gletschermoräne oberhalb des Bergsees Meerauge.
Translation: The Meeraughut is located at an altitude of 1140 meters in Poland in the High Tatras in the valley Dolina Rybiego Potoku on a glacial moraine above the mountain lake Meerauge.
The translation contains an error pertaining to
Options:
(A) Modifiers or Adjectives
(B) Numerical Values
(C) Negation or Antonyms
(D) Named Entities
(E) Dropped Content
(F) Facts",(B),"The correct answer is (B) Numerical Values.

The source text states the altitude as 1410 meters, while the translation incorrectly gives it as 1140 meters.  This is a change in a numerical value."
"The following translations from German to English contain a particular error. That error will be one of the following types: Named Entities: An entity (names, places, locations, etc.) is changed to a different entity. Numerical Values: Numerical values (ordinals or cardinals), dates, and/or units are changed. Modifiers or Adjectives: The modifiers and adjectives pertaining to a noun are changed. Negation or Antonyms: Introduce or remove a negation or change comparatives to their antonyms. Facts: Trivial factual errors not pertaining to the above classes are introduced in the translations. Dropped Content: A significant clause in the translation is removed. Please identify that error.  Source: Adelberg ist eine Gemeinde im Landkreis Göppingen in Baden-Württemberg.
Translation: Adelberg is a municipality in the district of Baden-Württemberg, Germany.
The translation contains an error pertaining to
Options:
(A) Modifiers or Adjectives
(B) Numerical Values
(C) Negation or Antonyms
(D) Named Entities
(E) Dropped Content
(F) Facts",(D),"The correct answer is (D) Named Entities.

The source text correctly states that Adelberg is a municipality in the Göppingen district *within* Baden-Württemberg.  The translation incorrectly swaps ""Göppingen"" with ""Baden-Württemberg"" as the encompassing geographic entity.  This is an error involving a Named Entity (a place name)."
