topic,input,target,llama_output
great grand-aunt or great grand-uncle,"Given the family relationships:\n* Christian is Albert's parent.\n* Heather is Teresa's parent.\n* Albert is Amy's parent.\n* Stephanie is Kathleen's parent.\n* Kathleen is Heather's parent.\n* Bryan is Kayla's parent.\n* Nathan is Stephanie's parent.\n* Jacqueline is Brian's parent.\n* Logan is Cynthia's parent.\n* Bryan is William's parent.\n* Kenneth is Jacqueline's parent.\n* Cynthia is Vincent's parent.\n* William is Roger's parent.\n* Kayla is Nathan's parent.\n* Kayla is Gregory's parent.\n* Alexander is Adam's parent.\n* Albert is Bryan's parent.\n* Nathan is Kenneth's parent.\n* Gregory is Alexander's parent.\n* Brian is Logan's parent.\nWhat is Amy's relationship to Kenneth?\nSelect the correct answer:\n1. Amy is Kenneth's great grand-aunt or great grand-uncle.\n2. Amy is Kenneth's great grand-niece or great grand-nephew.\n3. Amy is Kenneth's 1st cousin 1x removed.\n4. Amy is Kenneth's 3rd great grandparent.\n5. Amy is Kenneth's 3rd great grandchild.\n6. Amy is Kenneth's 1st cousin 1x removed.\nEnclose the selected answer number in the <ANSWER> tag, for example: <ANSWER>1</ANSWER>.",1,
great grand-aunt or great grand-uncle,"Given the family relationships:\n* Joshua is Christina's parent.\n* Elizabeth is Teresa's parent.\n* Juan is Carol's parent.\n* Christine is Eric's parent.\n* Albert is Lawrence's parent.\n* Jennifer is Patrick's parent.\n* Anna is Jessica's parent.\n* Christina is Rebecca's parent.\n* Michelle is Juan's parent.\n* Jessica is Jennifer's parent.\n* Joshua is Kayla's parent.\n* Rachel is Joshua's parent.\n* Patrick is Albert's parent.\n* Jessica is Margaret's parent.\n* Teresa is Christine's parent.\n* Christina is Anna's parent.\n* Rebecca is Donna's parent.\n* Anna is Michelle's parent.\n* Margaret is Elizabeth's parent.\n* Eric is Ruth's parent.\nWhat is Kayla's relationship to Margaret?\nSelect the correct answer:\n1. Kayla is Margaret's 1st cousin 1x removed.\n2. Kayla is Margaret's 3rd great grandparent.\n3. Kayla is Margaret's 3rd great grandchild.\n4. Kayla is Margaret's great grand-aunt or great grand-uncle.\n5. Kayla is Margaret's great grand-niece or great grand-nephew.\n6. Kayla is Margaret's 1st cousin 1x removed.\nEnclose the selected answer number in the <ANSWER> tag, for example: <ANSWER>1</ANSWER>.",1,
great grand-aunt or great grand-uncle,"Given the family relationships:\n* Brian is Vincent's parent.\n* Gerald is Linda's parent.\n* Elizabeth is Joshua's parent.\n* Ann is Donna's parent.\n* Sharon is Judy's parent.\n* Vincent is Catherine's parent.\n* Catherine is Jose's parent.\n* Donna is Jesse's parent.\n* Randy is Gerald's parent.\n* Danielle is Diana's parent.\n* Ashley is Brian's parent.\n* Frances is Randy's parent.\n* Diana is Albert's parent.\n* Judy is Ann's parent.\n* Vincent is Frances' parent.\n* Albert is Janet's parent.\n* Frances is Elizabeth's parent.\n* Brian is Nicole's parent.\n* Joshua is Sharon's parent.\n* Elizabeth is Danielle's parent.\nWhat is Nicole's relationship to Joshua?\nSelect the correct answer:\n1. Nicole is Joshua's 3rd great grandparent.\n2. Nicole is Joshua's great grand-aunt or great grand-uncle.\n3. Nicole is Joshua's 3rd great grandchild.\n4. Nicole is Joshua's great grand-niece or great grand-nephew.\n5. Nicole is Joshua's 1st cousin 1x removed.\n6. Nicole is Joshua's 1st cousin 1x removed.\nEnclose the selected answer number in the <ANSWER> tag, for example: <ANSWER>1</ANSWER>.",1,
great grand-aunt or great grand-uncle,"Given the family relationships:\n* Kathleen is Keith's parent.\n* Jean is Linda's parent.\n* Keith is Charlotte's parent.\n* Wayne is Kathleen's parent.\n* Keith is Jean's parent.\n* Frances is Billy's parent.\n* Douglas is Frances' parent.\n* Donna is Bradley's parent.\n* Charlotte is Danielle's parent.\n* Frances is Wayne's parent.\n* Linda is Ryan's parent.\n* Christine is Alan's parent.\n* Kathleen is Philip's parent.\n* Arthur is Christine's parent.\n* Wayne is Karen's parent.\n* Philip is Janet's parent.\n* Karen is Carl's parent.\n* Ryan is Arthur's parent.\n* Janet is Margaret's parent.\n* Danielle is Donna's parent.\nWhat is Billy's relationship to Jean?\nSelect the correct answer:\n1. Billy is Jean's 3rd great grandparent.\n2. Billy is Jean's 1st cousin 1x removed.\n3. Billy is Jean's great grand-aunt or great grand-uncle.\n4. Billy is Jean's 1st cousin 1x removed.\n5. Billy is Jean's 3rd great grandchild.\n6. Billy is Jean's great grand-niece or great grand-nephew.\nEnclose the selected answer number in the <ANSWER> tag, for example: <ANSWER>1</ANSWER>.",1,
great grand-aunt or great grand-uncle,"Given the family relationships:\n* Judy is Larry's parent.\n* Larry is Gabriel's parent.\n* Carl is Ronald's parent.\n* Douglas is Carl's parent.\n* Gabriel is Douglas' parent.\n* Richard is Julia's parent.\n* Ronald is Abigail's parent.\n* Bobby is Scott's parent.\n* James is Isabella's parent.\n* Judy is Beverly's parent.\n* Scott is Zachary's parent.\n* Richard is Judy's parent.\n* Andrew is Jeremy's parent.\n* Danielle is Benjamin's parent.\n* Joan is Richard's parent.\n* Beverly is Andrea's parent.\n* Benjamin is Andrew's parent.\n* Gabriel is James' parent.\n* Isabella is Danielle's parent.\n* Larry is Bobby's parent.\nWhat is Julia's relationship to James?\nSelect the correct answer:\n1. Julia is James' great grand-aunt or great grand-uncle.\n2. Julia is James' great grand-niece or great grand-nephew.\n3. Julia is James' 1st cousin 1x removed.\n4. Julia is James' 1st cousin 1x removed.\n5. Julia is James' 3rd great grandchild.\n6. Julia is James' 3rd great grandparent.\nEnclose the selected answer number in the <ANSWER> tag, for example: <ANSWER>1</ANSWER>.",1,
great grand-aunt or great grand-uncle,"Given the family relationships:\n* Diana is Kelly's parent.\n* Karen is Alexis' parent.\n* Ralph is Cheryl's parent.\n* Deborah is Joseph's parent.\n* Paul is Heather's parent.\n* Matthew is Megan's parent.\n* Karen is Ralph's parent.\n* Joan is Rachel's parent.\n* Joseph is Paul's parent.\n* Gregory is Shirley's parent.\n* Christopher is Ronald's parent.\n* Ralph is Deborah's parent.\n* Randy is Karen's parent.\n* Alexis is Matthew's parent.\n* Randy is Diana's parent.\n* Heather is Joan's parent.\n* Ronald is Frank's parent.\n* Cheryl is Victoria's parent.\n* Victoria is Gregory's parent.\n* Ronald is Randy's parent.\nWhat is Frank's relationship to Deborah?\nSelect the correct answer:\n1. Frank is Deborah's great grand-aunt or great grand-uncle.\n2. Frank is Deborah's 1st cousin 1x removed.\n3. Frank is Deborah's 1st cousin 1x removed.\n4. Frank is Deborah's 3rd great grandparent.\n5. Frank is Deborah's 3rd great grandchild.\n6. Frank is Deborah's great grand-niece or great grand-nephew.\nEnclose the selected answer number in the <ANSWER> tag, for example: <ANSWER>1</ANSWER>.",1,
great grand-aunt or great grand-uncle,"Given the family relationships:\n* Brian is Catherine's parent.\n* Carl is Jesse's parent.\n* Billy is Jeffrey's parent.\n* Richard is Deborah's parent.\n* Michelle is Gabriel's parent.\n* Billy is Jason's parent.\n* Jeffrey is Juan's parent.\n* Christopher is Christine's parent.\n* Jeffrey is Ruth's parent.\n* Ruth is William's parent.\n* Richard is Christopher's parent.\n* Juan is Richard's parent.\n* Ann is Michelle's parent.\n* Jose is Brian's parent.\n* Juan is Ann's parent.\n* Christine is Carl's parent.\n* Catherine is Brittany's parent.\n* Brittany is Mason's parent.\n* Willie is Billy's parent.\n* Deborah is Jose's parent.\nWhat is Jason's relationship to Deborah?\nSelect the correct answer:\n1. Jason is Deborah's great grand-aunt or great grand-uncle.\n2. Jason is Deborah's great grand-niece or great grand-nephew.\n3. Jason is Deborah's 1st cousin 1x removed.\n4. Jason is Deborah's 3rd great grandchild.\n5. Jason is Deborah's 1st cousin 1x removed.\n6. Jason is Deborah's 3rd great grandparent.\nEnclose the selected answer number in the <ANSWER> tag, for example: <ANSWER>1</ANSWER>.",1,
great grand-aunt or great grand-uncle,"Given the family relationships:\n* Angela is Elijah's parent.\n* Gary is Kimberly's parent.\n* Brian is Julia's parent.\n* Lawrence is Edward's parent.\n* Gerald is Jason's parent.\n* Kimberly is Lawrence's parent.\n* Gerald is Angela's parent.\n* Joyce is Susan's parent.\n* Edward is Robert's parent.\n* Elijah is Joyce's parent.\n* Angela is Judith's parent.\n* Judith is Brian's parent.\n* Jason is Joan's parent.\n* Rachel is Thomas' parent.\n* Joan is Samuel's parent.\n* Kimberly is Randy's parent.\n* Thomas is Megan's parent.\n* Lawrence is Gerald's parent.\n* Susan is Sarah's parent.\n* Julia is Rachel's parent.\nWhat is Randy's relationship to Judith?\nSelect the correct answer:\n1. Randy is Judith's 3rd great grandparent.\n2. Randy is Judith's 1st cousin 1x removed.\n3. Randy is Judith's 3rd great grandchild.\n4. Randy is Judith's 1st cousin 1x removed.\n5. Randy is Judith's great grand-niece or great grand-nephew.\n6. Randy is Judith's great grand-aunt or great grand-uncle.\nEnclose the selected answer number in the <ANSWER> tag, for example: <ANSWER>1</ANSWER>.",1,
great grand-aunt or great grand-uncle,"Given the family relationships:\n* Donna is Jeremy's parent.\n* Jeremy is Walter's parent.\n* Emma is Donna's parent.\n* Joseph is Emma's parent.\n* Walter is Frances' parent.\n* George is Steven's parent.\n* Joseph is Laura's parent.\n* Jeremy is George's parent.\n* Donna is Julia's parent.\n* Patricia is Christopher's parent.\n* Amanda is Katherine's parent.\n* Julia is Keith's parent.\n* Keith is Bobby's parent.\n* Maria is Harold's parent.\n* Steven is Patricia's parent.\n* Lisa is Brandon's parent.\n* Christopher is Lisa's parent.\n* Jacob is Joseph's parent.\n* Emma is Maria's parent.\n* Frances is Amanda's parent.\nWhat is Laura's relationship to George?\nSelect the correct answer:\n1. Laura is George's 1st cousin 1x removed.\n2. Laura is George's 3rd great grandchild.\n3. Laura is George's 1st cousin 1x removed.\n4. Laura is George's great grand-aunt or great grand-uncle.\n5. Laura is George's great grand-niece or great grand-nephew.\n6. Laura is George's 3rd great grandparent.\nEnclose the selected answer number in the <ANSWER> tag, for example: <ANSWER>1</ANSWER>.",1,
great grand-aunt or great grand-uncle,"Given the family relationships:\n* Elijah is Kathryn's parent.\n* Kathryn is Charlotte's parent.\n* Kathleen is Elijah's parent.\n* Joyce is Russell's parent.\n* Joyce is Gloria's parent.\n* Janice is Cheryl's parent.\n* Gloria is Alice's parent.\n* Pamela is Amanda's parent.\n* Lori is Zachary's parent.\n* Russell is Mary's parent.\n* Mary is Gary's parent.\n* Lori is Janice's parent.\n* Amanda is Joshua's parent.\n* Gloria is Kathleen's parent.\n* Cheryl is Ronald's parent.\n* Barbara is Lori's parent.\n* Janice is Joyce's parent.\n* Alice is Pamela's parent.\n* Melissa is Hannah's parent.\n* Joshua is Melissa's parent.\nWhat is Zachary's relationship to Alice?\nSelect the correct answer:\n1. Zachary is Alice's 3rd great grandparent.\n2. Zachary is Alice's 3rd great grandchild.\n3. Zachary is Alice's great grand-aunt or great grand-uncle.\n4. Zachary is Alice's great grand-niece or great grand-nephew.\n5. Zachary is Alice's 1st cousin 1x removed.\n6. Zachary is Alice's 1st cousin 1x removed.\nEnclose the selected answer number in the <ANSWER> tag, for example: <ANSWER>1</ANSWER>.",1,
great grand-aunt or great grand-uncle,"Given the family relationships:\n* Brian is Harold's parent.\n* Sandra is Roy's parent.\n* Roy is Sharon's parent.\n* Natalie is Joyce's parent.\n* Jason is Sandra's parent.\n* Doris is Vincent's parent.\n* Sharon is Gary's parent.\n* Alexis is Amber's parent.\n* Roy is John's parent.\n* John is Natalie's parent.\n* Harold is Jason's parent.\n* Maria is Theresa's parent.\n* Joyce is Barbara's parent.\n* Sandra is Doris' parent.\n* Elizabeth is Lauren's parent.\n* Jason is Maria's parent.\n* Vincent is Michael's parent.\n* Harold is Judith's parent.\n* Barbara is Alexis' parent.\n* Gary is Elizabeth's parent.\nWhat is Judith's relationship to John?\nSelect the correct answer:\n1. Judith is John's great grand-aunt or great grand-uncle.\n2. Judith is John's great grand-niece or great grand-nephew.\n3. Judith is John's 1st cousin 1x removed.\n4. Judith is John's 3rd great grandparent.\n5. Judith is John's 1st cousin 1x removed.\n6. Judith is John's 3rd great grandchild.\nEnclose the selected answer number in the <ANSWER> tag, for example: <ANSWER>1</ANSWER>.",1,
great grand-aunt or great grand-uncle,"Given the family relationships:\n* Timothy is Carolyn's parent.\n* Aaron is Carol's parent.\n* Natalie is Stephanie's parent.\n* Hannah is Patricia's parent.\n* Carol is Natalie's parent.\n* Megan is Douglas' parent.\n* Bruce is Megan's parent.\n* Carolyn is Bruce's parent.\n* Susan is Aaron's parent.\n* Emily is Ralph's parent.\n* Ashley is Diane's parent.\n* Carolyn is Jason's parent.\n* Hannah is Christian's parent.\n* Diane is Christopher's parent.\n* Patricia is Susan's parent.\n* Dorothy is Ashley's parent.\n* Christian is Emily's parent.\n* Bruce is Hannah's parent.\n* Patricia is Dorothy's parent.\n* Stephanie is Paul's parent.\nWhat is Jason's relationship to Susan?\nSelect the correct answer:\n1. Jason is Susan's 1st cousin 1x removed.\n2. Jason is Susan's 3rd great grandparent.\n3. Jason is Susan's great grand-niece or great grand-nephew.\n4. Jason is Susan's great grand-aunt or great grand-uncle.\n5. Jason is Susan's 1st cousin 1x removed.\n6. Jason is Susan's 3rd great grandchild.\nEnclose the selected answer number in the <ANSWER> tag, for example: <ANSWER>1</ANSWER>.",1,
great grand-aunt or great grand-uncle,"Given the family relationships:\n* Virginia is Barbara's parent.\n* Kimberly is Terry's parent.\n* Judith is Virginia's parent.\n* Megan is Judith's parent.\n* Karen is Teresa's parent.\n* Gloria is Thomas' parent.\n* Philip is Arthur's parent.\n* Thomas is Vincent's parent.\n* Nathan is Megan's parent.\n* Nathan is Steven's parent.\n* Terry is Kenneth's parent.\n* Judith is Gloria's parent.\n* Arthur is Janet's parent.\n* Vincent is Philip's parent.\n* Teresa is Gerald's parent.\n* Megan is Karen's parent.\n* Dorothy is Grace's parent.\n* Barbara is Dorothy's parent.\n* Steven is Jonathan's parent.\n* Terry is Nathan's parent.\nWhat is Kenneth's relationship to Gloria?\nSelect the correct answer:\n1. Kenneth is Gloria's 1st cousin 1x removed.\n2. Kenneth is Gloria's 3rd great grandchild.\n3. Kenneth is Gloria's 1st cousin 1x removed.\n4. Kenneth is Gloria's 3rd great grandparent.\n5. Kenneth is Gloria's great grand-niece or great grand-nephew.\n6. Kenneth is Gloria's great grand-aunt or great grand-uncle.\nEnclose the selected answer number in the <ANSWER> tag, for example: <ANSWER>1</ANSWER>.",1,
great grand-aunt or great grand-uncle,"Given the family relationships:\n* Lauren is Patrick's parent.\n* Keith is Jeremy's parent.\n* Elizabeth is Emma's parent.\n* Doris is Sean's parent.\n* Jonathan is Diana's parent.\n* Diana is Lauren's parent.\n* Jeremy is Sharon's parent.\n* Sharon is Paul's parent.\n* Carl is Elizabeth's parent.\n* Keith is Jonathan's parent.\n* Elizabeth is Keith's parent.\n* Amanda is Doris' parent.\n* Emma is Justin's parent.\n* Joe is Carolyn's parent.\n* Sean is Shirley's parent.\n* Marie is Carl's parent.\n* Jonathan is Amanda's parent.\n* Carolyn is Patricia's parent.\n* Carl is Walter's parent.\n* Patrick is Joe's parent.\nWhat is Walter's relationship to Diana?\nSelect the correct answer:\n1. Walter is Diana's 1st cousin 1x removed.\n2. Walter is Diana's great grand-niece or great grand-nephew.\n3. Walter is Diana's 3rd great grandchild.\n4. Walter is Diana's 1st cousin 1x removed.\n5. Walter is Diana's 3rd great grandparent.\n6. Walter is Diana's great grand-aunt or great grand-uncle.\nEnclose the selected answer number in the <ANSWER> tag, for example: <ANSWER>1</ANSWER>.",1,
great grand-aunt or great grand-uncle,"Given the family relationships:\n* Brian is Sandra's parent.\n* Joseph is Scott's parent.\n* Alexander is Stephanie's parent.\n* Timothy is Brian's parent.\n* Michelle is Cynthia's parent.\n* Alexander is Joseph's parent.\n* Kyle is Albert's parent.\n* Brian is Kimberly's parent.\n* Patrick is Jean's parent.\n* Christine is Diana's parent.\n* Sandra is Maria's parent.\n* Sandra is Kyle's parent.\n* Albert is Christine's parent.\n* Jean is Eugene's parent.\n* Scott is Michelle's parent.\n* Eugene is Bruce's parent.\n* Kyle is Alexander's parent.\n* Stephanie is Patrick's parent.\n* Bruce is Nicole's parent.\n* Maria is Dennis' parent.\nWhat is Kimberly's relationship to Stephanie?\nSelect the correct answer:\n1. Kimberly is Stephanie's great grand-aunt or great grand-uncle.\n2. Kimberly is Stephanie's 3rd great grandchild.\n3. Kimberly is Stephanie's great grand-niece or great grand-nephew.\n4. Kimberly is Stephanie's 1st cousin 1x removed.\n5. Kimberly is Stephanie's 3rd great grandparent.\n6. Kimberly is Stephanie's 1st cousin 1x removed.\nEnclose the selected answer number in the <ANSWER> tag, for example: <ANSWER>1</ANSWER>.",1,
3rd great grandparent,"Given the family relationships:\n* Stephanie is Patricia's parent.\n* Carol is Jeffrey's parent.\n* Michael is Alexander's parent.\n* Sean is Carol's parent.\n* David is Stephanie's parent.\n* Angela is Sean's parent.\n* Roger is Noah's parent.\n* Roger is Jerry's parent.\n* Jennifer is Ethan's parent.\n* Kenneth is Roger's parent.\n* Roy is Jennifer's parent.\n* Elizabeth is Gary's parent.\n* Jeffrey is Albert's parent.\n* Alexander is Judy's parent.\n* Jerry is Angela's parent.\n* Lawrence is Elizabeth's parent.\n* Kenneth is Lawrence's parent.\n* Noah is Michael's parent.\n* Jennifer is David's parent.\n* David is Kenneth's parent.\nWhat is Roy's relationship to Jerry?\nSelect the correct answer:\n1. Roy is Jerry's 3rd great grandparent.\n2. Roy is Jerry's 3rd great grandchild.\n3. Roy is Jerry's great grand-aunt or great grand-uncle.\n4. Roy is Jerry's 1st cousin 1x removed.\n5. Roy is Jerry's great grand-niece or great grand-nephew.\n6. Roy is Jerry's 1st cousin 1x removed.\nEnclose the selected answer number in the <ANSWER> tag, for example: <ANSWER>1</ANSWER>.",1,
3rd great grandparent,"Given the family relationships:\n* Frances is Amy's parent.\n* Jack is Frances' parent.\n* Jordan is Kyle's parent.\n* Jose is Mary's parent.\n* Willie is George's parent.\n* William is Janice's parent.\n* Matthew is Joyce's parent.\n* Joyce is Michael's parent.\n* George is Scott's parent.\n* Janet is Carl's parent.\n* Russell is William's parent.\n* Russell is Willie's parent.\n* Jennifer is Brian's parent.\n* Amy is Russell's parent.\n* William is Jordan's parent.\n* Kyle is Janet's parent.\n* Amy is Jose's parent.\n* Frances is Grace's parent.\n* Carl is Jennifer's parent.\n* Janice is Matthew's parent.\nWhat is Jack's relationship to Jordan?\nSelect the correct answer:\n1. Jack is Jordan's 1st cousin 1x removed.\n2. Jack is Jordan's great grand-aunt or great grand-uncle.\n3. Jack is Jordan's great grand-niece or great grand-nephew.\n4. Jack is Jordan's 3rd great grandparent.\n5. Jack is Jordan's 1st cousin 1x removed.\n6. Jack is Jordan's 3rd great grandchild.\nEnclose the selected answer number in the <ANSWER> tag, for example: <ANSWER>1</ANSWER>.",1,
3rd great grandparent,"Given the family relationships:\n* Brandon is Jacqueline's parent.\n* Mark is Frances' parent.\n* Jose is Angela's parent.\n* Frances is Virginia's parent.\n* Mark is Joan's parent.\n* Juan is Grace's parent.\n* Angela is Juan's parent.\n* Amanda is Jennifer's parent.\n* Marilyn is Madison's parent.\n* Susan is Cynthia's parent.\n* Grace is Mark's parent.\n* Virginia is Amanda's parent.\n* Larry is Michelle's parent.\n* Juan is Susan's parent.\n* Angela is Sara's parent.\n* Grace is Ralph's parent.\n* Ralph is Marilyn's parent.\n* Jennifer is Larry's parent.\n* Joan is Brandon's parent.\n* Jacqueline is Charlotte's parent.\nWhat is Jose's relationship to Frances?\nSelect the correct answer:\n1. Jose is Frances' 1st cousin 1x removed.\n2. Jose is Frances' 3rd great grandchild.\n3. Jose is Frances' great grand-niece or great grand-nephew.\n4. Jose is Frances' great grand-aunt or great grand-uncle.\n5. Jose is Frances' 1st cousin 1x removed.\n6. Jose is Frances' 3rd great grandparent.\nEnclose the selected answer number in the <ANSWER> tag, for example: <ANSWER>1</ANSWER>.",1,
3rd great grandparent,"Given the family relationships:\n* Gregory is Gabriel's parent.\n* Gabriel is Joseph's parent.\n* David is Nancy's parent.\n* Nicholas is David's parent.\n* Donna is Angela's parent.\n* Charles is Donna's parent.\n* Deborah is Brittany's parent.\n* David is Billy's parent.\n* Nancy is Alexander's parent.\n* Linda is Mason's parent.\n* Deborah is Nicholas' parent.\n* Nicholas is Bradley's parent.\n* Joseph is Beverly's parent.\n* Kevin is Deborah's parent.\n* Bradley is Helen's parent.\n* Angela is Grace's parent.\n* Alexander is Charles' parent.\n* Nancy is Gregory's parent.\n* Grace is Harold's parent.\n* Billy is Linda's parent.\nWhat is Kevin's relationship to Alexander?\nSelect the correct answer:\n1. Kevin is Alexander's 3rd great grandchild.\n2. Kevin is Alexander's great grand-niece or great grand-nephew.\n3. Kevin is Alexander's 1st cousin 1x removed.\n4. Kevin is Alexander's great grand-aunt or great grand-uncle.\n5. Kevin is Alexander's 1st cousin 1x removed.\n6. Kevin is Alexander's 3rd great grandparent.\nEnclose the selected answer number in the <ANSWER> tag, for example: <ANSWER>1</ANSWER>.",1,
3rd great grandparent,"Given the family relationships:\n* Alan is Amanda's parent.\n* Judith is Richard's parent.\n* Hannah is Raymond's parent.\n* Christian is Charlotte's parent.\n* Adam is Kevin's parent.\n* Randy is Christian's parent.\n* Kathleen is Donald's parent.\n* Richard is Nicole's parent.\n* George is William's parent.\n* John is Adam's parent.\n* Diane is John's parent.\n* Kathleen is Diane's parent.\n* Cynthia is Alan's parent.\n* Amanda is George's parent.\n* Diane is Cynthia's parent.\n* Cynthia is Gloria's parent.\n* Charlotte is Hannah's parent.\n* Donald is Samantha's parent.\n* Gloria is Randy's parent.\n* Richard is Kathleen's parent.\nWhat is Judith's relationship to Gloria?\nSelect the correct answer:\n1. Judith is Gloria's 1st cousin 1x removed.\n2. Judith is Gloria's great grand-niece or great grand-nephew.\n3. Judith is Gloria's 3rd great grandchild.\n4. Judith is Gloria's great grand-aunt or great grand-uncle.\n5. Judith is Gloria's 1st cousin 1x removed.\n6. Judith is Gloria's 3rd great grandparent.\nEnclose the selected answer number in the <ANSWER> tag, for example: <ANSWER>1</ANSWER>.",1,
3rd great grandparent,"Given the family relationships:\n* Katherine is Henry's parent.\n* Andrew is Helen's parent.\n* Joan is Katherine's parent.\n* Barbara is Joan's parent.\n* John is Amy's parent.\n* Henry is Jacqueline's parent.\n* Katherine is Maria's parent.\n* Helen is Sean's parent.\n* Roy is Bryan's parent.\n* Gabriel is Angela's parent.\n* Jacqueline is Gabriel's parent.\n* Joan is Logan's parent.\n* Maria is Diana's parent.\n* Susan is John's parent.\n* Ronald is Roy's parent.\n* Jean is Susan's parent.\n* Sean is Ronald's parent.\n* Henry is Jean's parent.\n* Amy is Linda's parent.\n* Jean is Andrew's parent.\nWhat is Barbara's relationship to Andrew?\nSelect the correct answer:\n1. Barbara is Andrew's 1st cousin 1x removed.\n2. Barbara is Andrew's 3rd great grandparent.\n3. Barbara is Andrew's 1st cousin 1x removed.\n4. Barbara is Andrew's great grand-aunt or great grand-uncle.\n5. Barbara is Andrew's 3rd great grandchild.\n6. Barbara is Andrew's great grand-niece or great grand-nephew.\nEnclose the selected answer number in the <ANSWER> tag, for example: <ANSWER>1</ANSWER>.",1,
3rd great grandparent,"Given the family relationships:\n* Jennifer is Joan's parent.\n* Robert is Jennifer's parent.\n* Roy is Kelly's parent.\n* Stephanie is Patrick's parent.\n* Joan is Julie's parent.\n* Jeremy is Emma's parent.\n* Brian is Robert's parent.\n* Cheryl is Jacqueline's parent.\n* Roy is Nancy's parent.\n* Nancy is Jason's parent.\n* Brian is Brittany's parent.\n* Mary is Brian's parent.\n* Donald is Jeremy's parent.\n* Robert is Roy's parent.\n* Jason is Cheryl's parent.\n* Mary is Betty's parent.\n* Brittany is Kathleen's parent.\n* Emma is Stephanie's parent.\n* Kelly is Donald's parent.\n* Katherine is Mary's parent.\nWhat is Katherine's relationship to Kelly?\nSelect the correct answer:\n1. Katherine is Kelly's 3rd great grandparent.\n2. Katherine is Kelly's 1st cousin 1x removed.\n3. Katherine is Kelly's great grand-niece or great grand-nephew.\n4. Katherine is Kelly's 1st cousin 1x removed.\n5. Katherine is Kelly's 3rd great grandchild.\n6. Katherine is Kelly's great grand-aunt or great grand-uncle.\nEnclose the selected answer number in the <ANSWER> tag, for example: <ANSWER>1</ANSWER>.",1,
3rd great grandparent,"Given the family relationships:\n* Doris is Roger's parent.\n* Joyce is Denise's parent.\n* Jonathan is Doris' parent.\n* Peter is Jeffrey's parent.\n* Margaret is Michelle's parent.\n* Andrea is Christian's parent.\n* Michelle is Jonathan's parent.\n* Denise is Heather's parent.\n* Elijah is Roy's parent.\n* Deborah is Helen's parent.\n* Roy is Virginia's parent.\n* Roger is Peter's parent.\n* Joyce is Gary's parent.\n* Margaret is Elijah's parent.\n* Gary is Terry's parent.\n* Helen is Joyce's parent.\n* Gary is Margaret's parent.\n* Virginia is Steven's parent.\n* Helen is Gloria's parent.\n* Terry is Andrea's parent.\nWhat is Deborah's relationship to Michelle?\nSelect the correct answer:\n1. Deborah is Michelle's 3rd great grandparent.\n2. Deborah is Michelle's 1st cousin 1x removed.\n3. Deborah is Michelle's great grand-niece or great grand-nephew.\n4. Deborah is Michelle's great grand-aunt or great grand-uncle.\n5. Deborah is Michelle's 1st cousin 1x removed.\n6. Deborah is Michelle's 3rd great grandchild.\nEnclose the selected answer number in the <ANSWER> tag, for example: <ANSWER>1</ANSWER>.",1,
3rd great grandparent,"Given the family relationships:\n* Beverly is Eugene's parent.\n* Kelly is Bobby's parent.\n* Marie is Gerald's parent.\n* Emily is Richard's parent.\n* Harold is Vincent's parent.\n* Bobby is Brenda's parent.\n* Eugene is Sean's parent.\n* Vincent is Kathleen's parent.\n* Vincent is Marie's parent.\n* Richard is Brian's parent.\n* Joyce is Julie's parent.\n* Ann is Joyce's parent.\n* Joyce is Kelly's parent.\n* Kenneth is Amanda's parent.\n* Ann is Emily's parent.\n* Brenda is Beverly's parent.\n* Gerald is Jose's parent.\n* Julie is Kenneth's parent.\n* Amanda is Charlotte's parent.\n* Marie is Ann's parent.\nWhat is Harold's relationship to Kelly?\nSelect the correct answer:\n1. Harold is Kelly's great grand-aunt or great grand-uncle.\n2. Harold is Kelly's 3rd great grandparent.\n3. Harold is Kelly's great grand-niece or great grand-nephew.\n4. Harold is Kelly's 3rd great grandchild.\n5. Harold is Kelly's 1st cousin 1x removed.\n6. Harold is Kelly's 1st cousin 1x removed.\nEnclose the selected answer number in the <ANSWER> tag, for example: <ANSWER>1</ANSWER>.",1,
3rd great grandparent,"Given the family relationships:\n* Elizabeth is Harold's parent.\n* Judy is Abigail's parent.\n* Mason is Judy's parent.\n* Abigail is Diana's parent.\n* Amanda is Margaret's parent.\n* Mason is Mark's parent.\n* Margaret is Michelle's parent.\n* Laura is Judith's parent.\n* Harold is Bobby's parent.\n* Dylan is Ruth's parent.\n* Judy is Amanda's parent.\n* Judith is Elizabeth's parent.\n* Michelle is Danielle's parent.\n* Anna is Angela's parent.\n* Angela is Tyler's parent.\n* Willie is Mason's parent.\n* Jacob is Dylan's parent.\n* Amanda is Laura's parent.\n* Ruth is Anna's parent.\n* Laura is Jacob's parent.\nWhat is Willie's relationship to Jacob?\nSelect the correct answer:\n1. Willie is Jacob's great grand-aunt or great grand-uncle.\n2. Willie is Jacob's 1st cousin 1x removed.\n3. Willie is Jacob's 3rd great grandchild.\n4. Willie is Jacob's 3rd great grandparent.\n5. Willie is Jacob's 1st cousin 1x removed.\n6. Willie is Jacob's great grand-niece or great grand-nephew.\nEnclose the selected answer number in the <ANSWER> tag, for example: <ANSWER>1</ANSWER>.",1,
